site_code,pop_class,County,,Address,Full FIPS
213054,Suburban,Sacramento County,,"5109 Adeline Pl, Elk Grove, CA, 95757",6067009649
232023,Suburban,Sacramento County,,"4611 Percheron Dr, Elk Grove, CA, 95757",6067009649
233074,Suburban,Sacramento County,,"9701 Azteca Ct, Elk Grove, CA, 95757",6067009649
243009,Suburban,Sacramento County,,"4501 Blossom Ranch Dr, Elk Grove, CA, 95757",6067009649
233020,Suburban,Sacramento County,,"7544 Chatsworth Cir, Elk Grove, CA, 95757",6067009651
243003,Rural,Sacramento County,,"9595 Oakham Way, Elk Grove, CA, 95757",6067009651
243016,Suburban,Sacramento County,,"8268 Wymark Dr, Elk Grove, CA, 95757",6067009651
204047,Suburban,Sacramento County,,"7809 Kammerer Rd, Elk Grove, CA, 95757",6067009652
215015,Suburban,Sacramento County,,"7616 Wayans Way, Elk Grove, CA, 95757",6067009652
222002,Suburban,Sacramento County,,"7301 Bilby Rd, Elk Grove, CA, 95757",6067009652
235010,Rural,Sacramento County,,"8686 Poppy Ridge Rd, Elk Grove, CA, 95757",6067009652
242005,Rural,Sacramento County,,"10085 Richard Ibarra Way, Elk Grove, CA, 95757",6067009652
143012,Rural,Sacramento County,,"11910 Bruceville Rd, Elk Grove, CA, 95757",6067009653
202008,Rural,Sacramento County,,"8419 Lambert Rd, Elk Grove, CA, 95757",6067009653
202026,Rural,Sacramento County,,"5099 Core Rd, Elk Grove, CA, 95757",6067009653
213013,Suburban,Sacramento County,,"8385 Lambert Rd, Elk Grove, CA, 95757",6067009653
213056,Suburban,Sacramento County,,"6213 Eschinger Rd, Elk Grove, CA, 95757",6067009653
214049,Suburban,Sacramento County,,"11356 Bruceville Rd, Elk Grove, CA, 95757",6067009653
215014,Rural,Sacramento County,,"5949 Twin Cities Rd, Elk Grove, CA, 95757",6067009653
222003,Suburban,Sacramento County,,"11478 Fogg Rd, Elk Grove, CA, 95757",6067009653
223061,Suburban,Sacramento County,,"11041 Bruceville Rd, Elk Grove, CA, 95757",6067009653
233016,Suburban,Sacramento County,,"11330 Franklin Blvd, Elk Grove, CA, 95757",6067009653
233079,Suburban,Sacramento County,,"7200 Point Pleasant Rd, Elk Grove, CA, 95757",6067009653
242003,Rural,Sacramento County,,"11401 Fogg Rd, Elk Grove, CA, 95757",6067009653
242007,Rural,Sacramento County,,"10924 W Stockton Blvd, Elk Grove, CA, 95757",6067009653
242008,Rural,Sacramento County,,"11555 Hein Rd, Elk Grove, CA, 95757",6067009653
242014,Rural,Sacramento County,,"10587 Franklin Blvd, Elk Grove, CA, 95757",6067009653
243005,Rural,Sacramento County,,"10926 Rau Rd, Elk Grove, CA, 95757",6067009653
245005,Rural,Sacramento County,,"13501 Franklin Blvd, Galt, CA, 95632",6067009653
245014,Rural,Sacramento County,,"8825 Eschinger Rd, Elk Grove, CA, 95757",6067009653
245018,Rural,Sacramento County,,"11401 Fogg Rd, Elk Grove, CA, 95757",6067009653
245027,Rural,Sacramento County,,"8510 Twin Cities Rd, Galt, CA, 95632",6067009653
252001,Rural,Sacramento County,,"7398 Desmond Rd, Galt, CA, 95632",6067009653
253009,Rural,Sacramento County,,"6930 Eschinger Rd, Elk Grove, CA, 95757",6067009653
253016,Rural,Sacramento County,,"8122 Camp Rd, Elk Grove, CA, 95757",6067009653
254026,Rural,Sacramento County,,"8320 Eschinger Rd, Elk Grove, CA, 95757",6067009653
254030,Suburban,Sacramento County,,"7111 Twin Cities Rd, Elk Grove, CA, 95757",6067009653
255009,Suburban,Sacramento County,,"10901 Bruceville Rd, Elk Grove, CA, 95757",6067009653
255013,Rural,Sacramento County,,"4911 Core Rd, Elk Grove, CA, 95757",6067009653
202007,Rural,Sacramento County,,"1766 W Twitchell Island Rd, Isleton, CA, 95641",6067009800
215020,Suburban,Sacramento County,,"16857 St Hwy 160, Isleton, CA, 95641",6067009800
222045,Suburban,Sacramento County,,"99 Jackson Blvd, Isleton, CA, 95641",6067009800
222048,Suburban,Sacramento County,,"1761 Circle Dr, Isleton, CA, 95641",6067009800
232028,Rural,Sacramento County,,"19604 State Hwy 12, Isleton, CA, 95641",6067009800
235014,Rural,Sacramento County,,"19501 Sherman Island Cross Rd, Rio Vista, CA, 94571",6067009800
242006,Rural,Sacramento County,,"17655 St Hwy 160, Rio Vista, CA, 94571",6067009800
242012,Rural,Sacramento County,,"1800 W Twitchell Island Rd, Rio Vista, CA, 94571",6067009800
243017,Rural,Sacramento County,,"824 Brannan Island Rd, Isleton, CA, 95641",6067009800
251001,Rural,Sacramento County,,"742 Tyler Island Bridge Rd, Isleton, CA, 95641",6067009800
252004,Rural,Sacramento County,,"4268 Lelia Dr, Rio Vista, CA, 94571",6067009800
252023,Rural,Sacramento County,,"1100 W Brannan Island Rd, Isleton, CA, 95641",6067009800
253010,Rural,Sacramento County,,"4886 Sherman Island Rd, Rio Vista, CA, 94571",6067009800
253012,Rural,Sacramento County,,"4078 W Sherman Island Rd, Rio Vista, CA, 94571",6067009800
253015,Rural,Sacramento County,,"4201 Lelia Dr, Rio Vista, CA, 94571",6067009800
254022,Rural,Sacramento County,,"3947 W Sherman Island Rd, Rio Vista, CA, 94571",6067009800
254023,Suburban,Sacramento County,,"500 2nd St, Isleton, CA, 95641",6067009800
261003,Rural,Sacramento County,,"16969 Jackson Slough Rd, Isleton, CA, 95641",6067009800
261004,Rural,Sacramento County,,"16323 St Hwy 160, Isleton, CA, 95641",6067009800
271003,Rural,Sacramento County,,"151 Brannan Island Rd, Isleton, CA, 95641",6067009800
271007,Rural,Sacramento County,,"17207 Jackson Slough Rd, Isleton, CA, 95641",6067009800
202014,Rural,Sacramento County,,"13625 River Rd, Walnut Grove, CA, 95690",6067009900
202023,Rural,Sacramento County,,"1365 Whyse Ln, Walnut Grove, CA, 95690",6067009900
202036,Suburban,Sacramento County,,"1000 Twin Cities Rd, Walnut Grove, CA, 95690",6067009900
203034,Suburban,Sacramento County,,"611 Tyler Island Bridge Rd, Isleton, CA, 95641",6067009900
205019,Suburban,Sacramento County,,"14174 Isleton Rd, Isleton, CA, 95641",6067009900
213019,Suburban,Sacramento County,,"141 Bates Ave, Courtland, CA, 95615",6067009900
213038,Suburban,Sacramento County,,"14494 St Hwy 160, Walnut Grove, CA, 95690",6067009900
213044,Suburban,Sacramento County,,"1300 Hood Franklin Rd, Elk Grove, CA, 95758",6067009900
214023,Suburban,Sacramento County,,"611 Tyler Island Bridge Rd, Isleton, CA, 95641",6067009900
214055,Suburban,Sacramento County,,"14169 Tina Lake Ln, Ryde, CA, 95680",6067009900
222009,Suburban,Sacramento County,,"8681 River Rd, Sacramento, CA, 95832",6067009900
223036,Suburban,Sacramento County,,"13860 St Hwy 160, Walnut Grove, CA, 95690",6067009900
223037,Suburban,Sacramento County,,"14049 Pheasant Run Ct, Walnut Grove, CA, 95690",6067009900
224012,Suburban,Sacramento County,,"14105 Pine St, Walnut Grove, CA, 95690",6067009900
224014,Suburban,Sacramento County,,"1052 1st Ave, Walnut Grove, CA, 95690",6067009900
225004,Rural,Sacramento County,,"8325 River Rd, Sacramento, CA, 95832",6067009900
232002,Suburban,Sacramento County,,"7971 Freeport Blvd, Sacramento, CA, 95832",6067009900
232004,Rural,Sacramento County,,"1300 Hood Franklin Rd, Elk Grove, CA, 95758",6067009900
233026,Suburban,Sacramento County,,"1171 Corky Ln, Hood, CA, 95639",6067009900
233070,Rural,Sacramento County,,"13415 Grand Island Rd, Walnut Grove, CA, 95690",6067009900
234022,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
235008,Rural,Sacramento County,,"996 Lambert Rd, Courtland, CA, 95615",6067009900
235023,Rural,Sacramento County,,"14567 Walnut Grove Thornton Rd, Walnut Grove, CA, 95690",6067009900
242001,Rural,Sacramento County,,"2300 Hood Franklin Rd, Elk Grove, CA, 95757",6067009900
243012,Rural,Sacramento County,,"1624 Hood Franklin Rd, Elk Grove, CA, 95757",6067009900
243018,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
243019,Suburban,Sacramento County,,"1000 Twin Cities Rd, Walnut Grove, CA, 95690",6067009900
245002,Rural,Sacramento County,,"13971 River Rd, Walnut Grove, CA, 95690",6067009900
245010,Rural,Sacramento County,,"15315 Sutter Island Rd, Courtland, CA, 95615",6067009900
245032,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
245035,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
245036,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
252012,Suburban,Sacramento County,,"13950 St Hwy 160, Walnut Grove, CA, 95690",6067009900
252015,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
252016,Rural,Sacramento County,,"14005 River Rd, Walnut Grove, CA, 95690",6067009900
252018,Rural,Sacramento County,,"1271 Locke Rd, Walnut Grove, CA, 95690",6067009900
252019,Rural,Sacramento County,,"1123 4th Ave, Walnut Grove, CA, 95690",6067009900
252020,Rural,Sacramento County,,"13948 River Rd, Walnut Grove, CA, 95690",6067009900
252021,Rural,Sacramento County,,"13988 Key St, Walnut Grove, CA, 95690",6067009900
252022,Rural,Sacramento County,,"1271 Locke Rd, Walnut Grove, CA, 95690",6067009900
252025,Rural,Sacramento County,,"13860 St Hwy 160, Walnut Grove, CA, 95690",6067009900
253008,Rural,Sacramento County,,"15511 Isleton Rd, Isleton, CA, 95641",6067009900
253018,Rural,Sacramento County,,"1264 Key St, Walnut Grove, CA, 95690",6067009900
261002,Rural,Sacramento County,,"8249 Freeport Blvd, Sacramento, CA, 95832",6067009900
261014,Suburban,Sacramento County,,"14127 Grand Ave, Walnut Grove, CA, 95690",6067009900
271002,Rural,Sacramento County,,"1382 Scribner Rd, Sacramento, CA, 95832",6067009900
123001,Rural,Yolo County,,"50950 County Rd 128A, West Sacramento, CA, 95691",6113010102
125018,Suburban,Yolo County,,"19004 County Rd 124, West Sacramento, CA, 95691",6113010102
135004,Rural,Yolo County,,"50035 County Rd 126, West Sacramento, CA, 95691",6113010102
156001,Rural,Yolo County,,"1657 Lisbon Ave, West Sacramento, CA, 95605",6113010102
156004,Rural,Yolo County,,"20808 County Rd 124, West Sacramento, CA, 95691",6113010102
125014,Suburban,Yolo County,,"504 Todhunter Ave, West Sacramento, CA, 95605",6113010103
135019,Rural,Yolo County,,"1041 Fountain Dr, West Sacramento, CA, 95605",6113010103
147007,Suburban,Yolo County,,"400 Todhunter Ave, West Sacramento, CA, 95605",6113010103
137005,Suburban,Yolo County,,"755 Dorothy Adamo Ln, West Sacramento, CA, 95605",6113010104
137010,Suburban,Yolo County,,"504 Douglas St, West Sacramento, CA, 95605",6113010104
146022,Rural,Yolo County,,"856 Lighthouse Dr, West Sacramento, CA, 95605",6113010104
147014,Suburban,Yolo County,,"205 Stone Blvd, West Sacramento, CA, 95691",6113010201
125022,Suburban,Yolo County,,"820 Marigold St, West Sacramento, CA, 95691",6113010203
125025,Suburban,Yolo County,,"2225 W Capitol Ave, West Sacramento, CA, 95691",6113010203
137008,Suburban,Yolo County,,"2180 Enterprise Blvd, West Sacramento, CA, 95691",6113010203
147002,Suburban,Yolo County,,"3351 Evergreen Ave, West Sacramento, CA, 95691",6113010203
135008,Rural,Yolo County,,"1904 Michigan Blvd, West Sacramento, CA, 95691",6113010204
146019,Suburban,Yolo County,,"860 Jefferson Blvd, West Sacramento, CA, 95691",6113010204
146012,Suburban,Yolo County,,"335 Bridge Pl, West Sacramento, CA, 95691",6113010312
146017,Suburban,Yolo County,,"3000 Allan Ave, West Sacramento, CA, 95691",6113010312
145010,Suburban,Yolo County,,"1495 Limewood Rd, West Sacramento, CA, 95691",6113010313
126002,Rural,Yolo County,,"1525 Tamarack Rd, West Sacramento, CA, 95691",6113010314
135012,Rural,Yolo County,,"2815 Jefferson Blvd, West Sacramento, CA, 95691",6113010315
143009,Rural,Yolo County,,"2825 Jefferson Blvd, West Sacramento, CA, 95691",6113010315
147011,Suburban,Yolo County,,"2825 Jefferson Blvd, West Sacramento, CA, 95691",6113010315
125001,Suburban,Yolo County,,"44501 S El Macero Dr, El Macero, CA, 95618",6113010401
125009,Rural,Yolo County,,"52360 Willow Point Rd, Clarksburg, CA, 95612",6113010401
135020,Suburban,Yolo County,,"44461 Country Club Dr, El Macero, CA, 95618",6113010401
136003,Rural,Yolo County,,"32555 Jefferson Blvd, Clarksburg, CA, 95612",6113010401
136004,Rural,Yolo County,,"1800 Teal Rd, Clarksburg, CA, 95612",6113010401
136013,Rural,Yolo County,,"31612 Rd 105, Dixon, CA, 95620",6113010401
143011,Rural,Yolo County,,"5251 Glide Dr, Davis, CA, 95618",6113010401
145022,Suburban,Yolo County,,"38065 Z Line Rd, Clarksburg, CA, 95612",6113010401
145023,Suburban,Yolo County,,"5037 Swingle Dr, Davis, CA, 95618",6113010401
145026,Suburban,Yolo County,,"36515 S School St, Clarksburg, CA, 95612",6113010401
145029,Rural,Yolo County,,"30475 County Rd 104, Dixon, CA, 95620",6113010401
146003,Rural,Yolo County,,"32112 County Rd 106, Dixon, CA, 95620",6113010401
146009,Rural,Yolo County,,"28737 Mace Blvd, Davis, CA, 95618",6113010401
147004,Suburban,Yolo County,,"32505 County Rd 106, Dixon, CA, 95620",6113010401
147010,Suburban,Yolo County,,"33935 Jefferson Blvd, Clarksburg, CA, 95612",6113010401
156002,Rural,Yolo County,,"1800 Teal Rd, Clarksburg, CA, 95612",6113010401
157001,Rural,Yolo County,,"36155 N School St, Clarksburg, CA, 95612",6113010401
166006,Rural,Yolo County,,"38257 Z Line Rd, Clarksburg, CA, 95612",6113010401
134009,Rural,Yolo County,,"2385 Davis Rd, West Sacramento, CA, 95691",6113010402
3287,Suburban,Yolo County,,"400 Russell Blvd, Davis, CA, 95616",6113010501
116004,Rural,Yolo County,,"41963 County Rd 27, Woodland, CA, 95776",6113010505
123007,Rural,Yolo County,,"1800 Moore Blvd, Davis, CA, 95618",6113010505
123008,Rural,Yolo County,,"23015 County Rd 103, Woodland, CA, 95776",6113010505
123010,Rural,Yolo County,,"25855 County Rd 95, Davis, CA, 95616",6113010505
124003,Rural,Yolo County,,"41963 County Rd 27, Woodland, CA, 95776",6113010505
134010,,Yolo County,,"26710 County Rd 98, Davis, CA, 95616",6113010505
135005,Suburban,Yolo County,,"41965 County Rd 27, Woodland, CA, 95776",6113010505
135013,Suburban,Yolo County,,"21909 County Rd 103, Woodland, CA, 95776",6113010505
135015,Rural,Yolo County,,"41276 County Rd 27, Woodland, CA, 95776",6113010505
136001,Rural,Yolo County,,"22580 County Rd 103, Woodland, CA, 95776",6113010505
137002,Rural,Yolo County,,"24108 County Rd 105, Davis, CA, 95618",6113010505
137003,Rural,Yolo County,,"25085 County Rd 105, Davis, CA, 95618",6113010505
137007,Suburban,Yolo County,,"41276 County Rd 27, Woodland, CA, 95776",6113010505
137009,Suburban,Yolo County,,"26951 County Rd 96, Davis, CA, 95616",6113010505
145004,Suburban,Yolo County,,"45328 County Rd 25, Woodland, CA, 95776",6113010505
145019,Rural,Yolo County,,"22580 County Rd 103, Woodland, CA, 95776",6113010505
145027,Suburban,Yolo County,,"44165 County Rd 25, Woodland, CA, 95776",6113010505
146021,Suburban,Yolo County,,"39432 Spanish Bay Pl, Davis, CA, 95616",6113010505
147015,Suburban,Yolo County,,"41511 County Rd 29, Davis, CA, 95616",6113010505
125032,Suburban,Yolo County,,"3309 Whaler Ave, Davis, CA, 95616",6113010508
143010,Rural,Yolo County,,"38415 Russell Blvd, Davis, CA, 95616",6113010508
144004,Suburban,Yolo County,,"38415 Russell Blvd, Davis, CA, 95616",6113010508
146018,Suburban,Yolo County,,"239 Faro Ave, Davis, CA, 95616",6113010509
145008,Suburban,Yolo County,,"825 Peregrine Ave, Davis, CA, 95616",6113010510
145009,Suburban,Yolo County,,"825 Kestrel Pl, Davis, CA, 95616",6113010510
145012,Suburban,Yolo County,,"500 Isla Pl, Davis, CA, 95616",6113010510
125029,Rural,Yolo County,,"2660 W Covell Blvd, Davis, CA, 95616",6113010511
145013,Suburban,Yolo County,,"2201 Shasta Dr, Davis, CA, 95616",6113010511
147009,Suburban,Yolo County,,"1297 Arlington Blvd, Davis, CA, 95616",6113010513
143008,Rural,Yolo County,,"965 W Olive Dr, Davis, CA, 95616",6113010602
145003,Suburban,Yolo County,,"1107 Kennedy Pl, Davis, CA, 95616",6113010602
145021,Suburban,Yolo County,,"1312 E 8th St, Davis, CA, 95616",6113010602
146016,Suburban,Yolo County,,"911 Pennsylvania Pl, Davis, CA, 95616",6113010602
133005,Rural,Yolo County,,"3330 La Playa Dr, Davis, CA, 95618",6113010605
145017,Suburban,Yolo County,,"4500 Alhambra Dr, Davis, CA, 95618",6113010605
146020,Suburban,Yolo County,,"1528 Arena Dr, Davis, CA, 95618",6113010605
125024,Suburban,Yolo County,,"824 Eucalyptus St, Davis, CA, 95618",6113010607
145006,Suburban,Yolo County,,"4101 Montgomery Ave, Davis, CA, 95618",6113010607
145024,Suburban,Yolo County,,"27447 Oakside Dr, Davis, CA, 95618",6113010607
146006,Suburban,Yolo County,,"27267 Willowbank Rd, Davis, CA, 95618",6113010607
398480,Urban,Yolo County,,"3420 Lillard Dr, Davis, CA, 95618",6113010607
125033,Suburban,Yolo County,,"2700 Lillard Dr, Davis, CA, 95618",6113010608
135029,,Yolo County,,"1739 El Pescador Ct, Davis, CA, 95618",6113010608
143006,Rural,Yolo County,,"2020 Research Park Dr, Davis, CA, 95618",6113010608
135011,Suburban,Yolo County,,"2499 E 8th St, Davis, CA, 95618",6113010610
146002,Suburban,Yolo County,,"2008 Regis Dr, Davis, CA, 95618",6113010610
146004,Suburban,Yolo County,,"3010 Loyola Dr, Davis, CA, 95618",6113010610
125010,Suburban,Yolo County,,"805 Pole Line Rd, Davis, CA, 95618",6113010611
144002,Rural,Yolo County,,"946 Craig Pl, Davis, CA, 95616",6113010611
145007,Suburban,Yolo County,,"945 Craig Pl, Davis, CA, 95616",6113010611
134003,Rural,Yolo County,,"212 University Ave, Davis, CA, 95616",6113010701
136010,Rural,Yolo County,,"1919 F St, Davis, CA, 95616",6113010701
145002,Rural,Yolo County,,"65 College Park, Davis, CA, 95616",6113010701
145016,Suburban,Yolo County,,"846 Linden Ln, Davis, CA, 95616",6113010703
125027,Suburban,Yolo County,,"102 Sutter St, Woodland, CA, 95695",6113010800
137011,Suburban,Yolo County,,"124 Bruton Ln, Woodland, CA, 95695",6113010800
146001,Rural,Yolo County,,"1017 Main St, Woodland, CA, 95695",6113010800
125007,Rural,Yolo County,,"135 Woodland Ave, Woodland, CA, 95695",6113010901
135024,Suburban,Yolo County,,"274 Cascade St, Woodland, CA, 95695",6113010901
123005,Rural,Yolo County,,"103 Modoc Pl, Woodland, CA, 95695",6113010902
125004,Suburban,Yolo County,,"6 Alameda Pl, Woodland, CA, 95695",6113010902
125005,Rural,Yolo County,,"19 Olive Way, Woodland, CA, 95695",6113010902
143005,Suburban,Yolo County,,"222 Pine St, Woodland, CA, 95695",6113010902
125011,Suburban,Yolo County,,"629 Cleveland St, Woodland, CA, 95695",6113011001
147013,Suburban,Yolo County,,"856 Tufts Ct, Woodland, CA, 95695",6113011002
125016,Suburban,Yolo County,,"1021 4th St, Woodland, CA, 95695",6113011101
125026,Suburban,Yolo County,,"534.5 College St, Woodland, CA, 95695",6113011101
136002,Rural,Yolo County,,"1338 Fremont St, Woodland, CA, 95695",6113011101
125013,Suburban,Yolo County,,"708 Lopes Ct, Woodland, CA, 95776",6113011102
125015,Rural,Yolo County,,"1223 E Gibson Rd, Woodland, CA, 95776",6113011102
125031,Suburban,Yolo County,,"1714 W Miramonte Dr, Woodland, CA, 95695",6113011203
123016,Suburban,Yolo County,,"1712 Hoffman St, Woodland, CA, 95776",6113011204
125021,Suburban,Yolo County,,"635 El Dorado Dr, Woodland, CA, 95695",6113011204
135026,Suburban,Yolo County,,"512 Gibson Rd, Woodland, CA, 95695",6113011204
123013,Rural,Yolo County,,"17600 County Rd 94B, Woodland, CA, 95695",6113011207
124004,Rural,Yolo County,,"22179 County Rd 95, Woodland, CA, 95695",6113011207
124007,,Yolo County,,"21225 County Rd 93, Woodland, CA, 95695",6113011207
125003,Rural,Yolo County,,"37190 County Rd 24, Woodland, CA, 95695",6113011207
133003,Rural,Yolo County,,"34858 County Rd 25, Woodland, CA, 95695",6113011207
134009,Rural,Yolo County,,"17980 County Rd 94B, Woodland, CA, 95695",6113011207
135001,Suburban,Yolo County,,"21225 County Rd 93, Woodland, CA, 95695",6113011207
136007,Rural,Yolo County,,"20450 County Rd 97, Woodland, CA, 95695",6113011207
136015,Rural,Yolo County,,"19504 County Rd 95, Woodland, CA, 95695",6113011207
143001,Rural,Yolo County,,"34530 County Rd 29, Woodland, CA, 95695",6113011207
145028,Suburban,Yolo County,,"34530 County Rd 24, Woodland, CA, 95695",6113011207
147010,Suburban,Yolo County,,"21225 County Rd 93, Woodland, CA, 95695",6113011207
116003,Rural,Yolo County,,"43221 County Rd 17, Woodland, CA, 95776",6113011208
123014,Suburban,Yolo County,,"2521 Ortiz Ave, Woodland, CA, 95776",6113011208
125008,Rural,Yolo County,,"40298 Best Ranch Rd, Woodland, CA, 95776",6113011208
133002,Rural,Yolo County,,"14305 County Rd 102, Woodland, CA, 95776",6113011208
135006,Rural,Yolo County,,"21264 County Rd 102, Woodland, CA, 95776",6113011208
135017,Suburban,Yolo County,,"38601 County Rd 25A, Woodland, CA, 95695",6113011208
135021,Suburban,Yolo County,,"42112 County Rd 25, Woodland, CA, 95776",6113011208
135028,Suburban,Yolo County,,"2170 Farmers Central Rd, Woodland, CA, 95776",6113011208
142001,Rural,Yolo County,,"39835 County Rd 24A, Woodland, CA, 95695",6113011208
145025,Suburban,Yolo County,,"16790 County Rd 98B, Woodland, CA, 95695",6113011208
116007,Rural,Yolo County,,"1949 Vaca Ct, Woodland, CA, 95776",6113011209
124002,Rural,Yolo County,,"1060 Leake Cir, Woodland, CA, 95776",6113011209
135025,Suburban,Yolo County,,"1096 Leake Cir, Woodland, CA, 95776",6113011209
125020,Suburban,Yolo County,,"850 Atwell Cir, Woodland, CA, 95776",6113011210
135027,Urban,Yolo County,,"897 Bourn Dr, Woodland, CA, 95776",6113011210
116006,Rural,Yolo County,,"127 Carrion Court Privat Ct, Winters, CA, 95694",6113011301
122001,Rural,Yolo County,,"26990 County Rd 95A, Davis, CA, 95616",6113011301
133001,Rural,Yolo County,,"127 Carrion Court Privat Ct, Winters, CA, 95694",6113011301
134010,Rural,Yolo County,,"22130 County Rd 94, Woodland, CA, 95695",6113011301
137006,Suburban,Yolo County,,"27958 Hwy 128, Winters, CA, 95694",6113011301
146025,Suburban,Yolo County,,"28614 Alta Vista Dr, Winters, CA, 95694",6113011301
147003,Rural,Yolo County,,"27643 County Rd 88, Winters, CA, 95694",6113011301
157003,Rural,Yolo County,,"30300 Positas Rd, Winters, CA, 95694",6113011301
134012,Rural,Yolo County,,"900 Hemenway St, Winters, CA, 95694",6113011302
146024,Suburban,Yolo County,,"808 Carrion Cir, Winters, CA, 95694",6113011302
143003,Suburban,Yolo County,,"100 Wolfskill St, Winters, CA, 95694",6113011303
114001,Rural,Yolo County,,"3817 1st St, Dunnigan, CA, 95937",6113011400
115002,Rural,Yolo County,,"16598 County Rd 92C, Woodland, CA, 95695",6113011400
123002,Rural,Yolo County,,"37612 Clay St, Yolo, CA, 95697",6113011400
123003,Rural,Yolo County,,"14501 County Rd 90A, Woodland, CA, 95695",6113011400
123012,Rural,Yolo County,,"38320 County Rd 14, Woodland, CA, 95695",6113011400
124005,Rural,Yolo County,,"14440 Cacheville Rd, Yolo, CA, 95697",6113011400
124008,Rural,Yolo County,,"10121 County Rd 98, Woodland, CA, 95695",6113011400
125002,Rural,Yolo County,,"9844 Main St, Zamora, CA, 95698",6113011400
125006,Rural,Yolo County,,"15775 County Rd 95B, Woodland, CA, 95695",6113011400
125023,Rural,Yolo County,,"29086 Main St, Dunnigan, CA, 95937",6113011400
126001,Rural,Yolo County,,"9686 Oak Grove Ave, Knights Landing, CA, 95645",6113011400
134002,Rural,Yolo County,,"35275 Rd 12, Woodland, CA, 95695",6113011400
134011,Rural,Yolo County,,"1700 Alexander Hill Ln, Dunnigan, CA, 95937",6113011400
136008,Rural,Yolo County,,"17094 County Rd 94B, Woodland, CA, 95695",6113011400
136009,Rural,Yolo County,,"10064 County Rd 102, Woodland, CA, 95776",6113011400
137001,Suburban,Yolo County,,"31485 County Rd 19, Woodland, CA, 95695",6113011400
144003,Rural,Yolo County,,"5130 County Rd 99W, Dunnigan, CA, 95937",6113011400
145014,Rural,Yolo County,,"5230 Hwy 45, Knights Landing, CA, 95645",6113011400
145030,Suburban,Yolo County,,"42450 3rd St, Knights Landing, CA, 95645",6113011400
146013,Rural,Yolo County,,"33268 County Rd 20, Woodland, CA, 95695",6113011400
146014,Rural,Yolo County,,"31889 County Rd 19, Woodland, CA, 95695",6113011400
147006,Rural,Yolo County,,"12081 County Rd 116B, Woodland, CA, 95776",6113011400
147016,Suburban,Yolo County,,"40770 County Rd 112, Knights Landing, CA, 95645",6113011400
157005,Rural,Yolo County,,"5160 County Rd 99W, Dunnigan, CA, 95937",6113011400
166005,Rural,Yolo County,,"45003 County Rd 116A, Woodland, CA, 95695",6113011400
122002,Rural,Yolo County,,"31932 County Rd 25, Woodland, CA, 95695",6113011500
123004,Suburban,Yolo County,,"28934 Hurlbut St, Madison, CA, 95653",6113011500
123006,Rural,Yolo County,,"17025 Antelope St, Esparto, CA, 95627",6113011500
123011,Rural,Yolo County,,"17268 Fremont St, Esparto, CA, 95627",6113011500
123015,Suburban,Yolo County,,"26786 Capay St, Esparto, CA, 95627",6113011500
123015,Suburban,Yolo County,,"26786 Capay St, Esparto, CA, 95627",6113011500
124001,Rural,Yolo County,,"26555 Plainfield St, Esparto, CA, 95627",6113011500
125019,Rural,Yolo County,,"29289 Hwy 16, Madison, CA, 95653",6113011500
125028,Suburban,Yolo County,,"26256 Capay St, Esparto, CA, 95627",6113011500
133004,Rural,Yolo County,,"17990 County Rd 85C, Esparto, CA, 95627",6113011500
134001,Rural,Yolo County,,"28968 County Rd 26, Winters, CA, 95694",6113011500
135023,Rural,Yolo County,,"19910 County Rd 93, Woodland, CA, 95695",6113011500
143004,Rural,Yolo County,,"19279 County Rd 89, Winters, CA, 95694",6113011500
145020,Rural,Yolo County,,"16171 County Rd 82, Capay, CA, 95607",6113011500
157004,Rural,Yolo County,,"31600 County Rd 27, Woodland, CA, 95695",6113011500
222004,Suburban,Yolo County,,"24971 County Rd 22, Esparto, CA, 95627",6113011500
103007,Rural,Yolo County,,"5986 County Rd 95B, Knights Landing, CA, 95645",
115008,Rural,Yolo County,," I-80, El Macero, CA, 95618",
116005,Rural,Yolo County,,"45474 County Rd 28H, El Macero, CA, 95618",
122003,Rural,Yolo County,,"16600 County Rd 89, Madison, CA, 95653",
123009,Rural,Yolo County,,"37580 County Rd 18, Woodland, CA, 95695",
124006,Rural,Yolo County,," I-80, El Macero, CA, 95618",
124007,Rural,Yolo County,,"9743 Reed St, Knights Landing, CA, 95645",
125012,Suburban,Yolo County,,"16238 County Rd 19A, Woodland, CA, 95695",
125017,Suburban,Yolo County,,"827 Saratoga Dr, Woodland, CA, 95695",
125030,Suburban,Yolo County,,"4556 Blue Oak Pl, Davis, CA, 95618",
126003,Rural,Yolo County,," I-5, Woodland, CA, 95776",
134004,Rural,Yolo County,,"2803 Levee Rd, Davis, CA, 95616",
134005,Rural,Yolo County,,"30265 County Rd 1, Dunnigan, CA, 95937",
134006,Rural,Yolo County,,"1899 Hwy 16, Rumsey, CA, 95679",
134007,Rural,Yolo County,," CA 113, Woodland, CA, 95695",
